id_x,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,id_y,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,id,operating_activity,investing_activity,financing_activity,net_cash_flow,net_profit_margin,debt_equity,free_cash_flow
778,JINDALSTEL,Mar 2018,33286,26817,6469.0,19.0,-584,3866,3883,-1864,-13.0,-1616,-15.0,0.0,1041.0,97.0,30288.0,42962.0,15884.0,89230.0,68450.0,4978.0,146.0,15657.0,89230.0,717.0,7724.0,-1431.0,-6276.0,17.0,-4.85489394940816,1.413921342767813,6293.0
779,JINDALSTEL,Mar 2019,46966,38553,8412.0,18.0,-1470,4264,5480,-2802,-14.0,-2412,-17.0,0.0,1042.0,97.0,31988.0,39559.0,17357.0,89001.0,69039.0,4027.0,150.0,15784.0,89001.0,718.0,9027.0,-832.0,-8261.0,-67.0,-5.135630030234638,1.232943743182172,8195.0
780,JINDALSTEL,Mar 2020,37923,31092,6831.0,18.0,74,3768,3429,-291,37.0,-400,-1.0,0.0,1043.0,102.0,32035.0,36824.0,20780.0,89742.0,69381.0,3126.0,181.0,17055.0,89742.0,719.0,8814.0,-1476.0,-7016.0,322.0,-1.054768873770535,1.145844353860037,7338.0
781,JINDALSTEL,Mar 2021,34579,23646,10933.0,32.0,313,2753,2414,6078,30.0,4267,36.0,0.0,1044.0,102.0,31713.0,29910.0,16116.0,77840.0,54349.0,1712.0,1156.0,20624.0,77840.0,720.0,11961.0,-1884.0,-4612.0,5465.0,12.33985945226872,0.9401225836869401,10077.0
782,JINDALSTEL,Mar 2022,51166,35650,15515.0,30.0,-1840,1888,2097,9690,30.0,6766,56.0,5.0,1045.0,101.0,35524.0,13502.0,27517.0,76644.0,45488.0,2538.0,470.0,28147.0,76644.0,721.0,16048.0,-2331.0,-15120.0,-1403.0,13.22362506351874,0.3790035087719298,13717.0
783,JINDALSTEL,Mar 2023,53212,43270,9942.0,19.0,-539,1446,2691,5266,25.0,3974,31.0,6.0,1046.0,100.0,38606.0,13046.0,17674.0,69427.0,43542.0,7870.0,907.0,17108.0,69427.0,722.0,7347.0,-4090.0,-2500.0,757.0,7.468240246560925,0.3370536867669095,3257.0
784,JINDALSTEL,Mar 2024,50354,40153,10202.0,20.0,156,1294,2822,6241,5.0,5943,58.0,3.0,1047.0,100.0,44216.0,16472.0,17888.0,78676.0,48384.0,9611.0,819.0,19862.0,78676.0,723.0,6008.0,-8344.0,1381.0,-955.0,11.80243873376494,0.3716941962270963,-2336.0
785,JINDALSTEL,TTM,50019,39693,10327.0,21.0,139,1293,3009,6163,,5060,50.0,,,,,,,,,,,,,,,,,,10.11615586077291,,
786,JIOFIN,Mar 2023,45,6,39.0,88.0,10,0,0,49,37.0,31,,0.0,1033.0,2.0,114118.0,743.0,66.0,114930.0,158.0,38.0,108141.0,6593.0,114930.0,724.0,2055.0,-1110.0,-889.0,56.0,68.88888888888889,0.006510690501226779,945.0
787,JIOFIN,Mar 2024,1855,296,1559.0,84.0,429,10,22,1956,18.0,1605,3.0,0.0,1034.0,6353.0,132794.0,0.0,5715.0,144863.0,172.0,3.0,133292.0,11395.0,144863.0,725.0,-678.0,1441.0,-753.0,11.0,86.52291105121293,0.0,763.0
788,JIOFIN,TTM,1968,437,1531.0,78.0,435,0,22,1944,,1607,3.0,,,,,,,,,,,,,,,,,,81.65650406504065,,
789,JSWENERGY,Mar 2013,8870,6069,2801.0,32.0,9,963,662,1186,23.0,901,6.0,36.0,1020.0,1640.0,4564.0,10377.0,3798.0,20378.0,13925.0,977.0,955.0,4521.0,20378.0,726.0,1725.0,-944.0,-684.0,96.0,10.15783540022548,1.672630560928433,781.0
790,JSWENERGY,Mar 2014,8648,5394,3255.0,38.0,-179,1206,810,1060,27.0,760,5.0,43.0,1021.0,1640.0,4931.0,10106.0,2567.0,19244.0,13635.0,615.0,888.0,4107.0,19244.0,727.0,2269.0,-363.0,-1859.0,48.0,8.788159111933396,1.537969867600061,1906.0
791,JSWENERGY,Mar 2015,9347,5723,3624.0,39.0,196,1137,790,1892,27.0,1358,8.0,24.0,1022.0,1640.0,5878.0,9294.0,2608.0,19420.0,13191.0,454.0,1619.0,4157.0,19420.0,728.0,3394.0,-422.0,-2327.0,645.0,14.52872579437253,1.236233040702315,2972.0
792,JSWENERGY,Mar 2016,9824,5796,4029.0,41.0,340,1498,854,2017,28.0,1460,9.0,22.0,1023.0,1627.0,8077.0,14862.0,3973.0,28539.0,20298.0,321.0,1012.0,6908.0,28539.0,729.0,3538.0,-3272.0,-1622.0,-1357.0,14.86156351791531,1.531533388293487,266.0
793,JSWENERGY,Mar 2017,8263,4939,3324.0,40.0,221,1685,969,892,30.0,623,4.0,13.0,1024.0,1628.0,8741.0,14349.0,3672.0,28389.0,19491.0,531.0,1579.0,6789.0,28389.0,730.0,3853.0,-762.0,-2595.0,496.0,7.53963451530921,1.383836435528981,3091.0
794,JSWENERGY,Mar 2018,8049,5336,2713.0,34.0,47,1456,966,338,75.0,85,0.0,0.0,1025.0,1640.0,9470.0,11883.0,3728.0,26721.0,18877.0,294.0,2415.0,5135.0,26721.0,731.0,3934.0,-215.0,-3968.0,-249.0,1.056031805193192,1.06957695769577,3719.0
795,JSWENERGY,Mar 2019,9138,6283,2855.0,31.0,398,1192,1164,897,24.0,684,4.0,24.0,1026.0,1641.0,10181.0,10555.0,3549.0,25926.0,17825.0,400.0,2451.0,5251.0,25926.0,732.0,2491.0,-55.0,-2523.0,-87.0,7.485226526592252,0.8928269328370834,2436.0
796,JSWENERGY,Mar 2020,8273,5316,2957.0,36.0,376,1051,1738,544,6.0,1081,7.0,15.0,1027.0,1642.0,10004.0,9840.0,3445.0,24931.0,16713.0,391.0,1854.0,5974.0,24931.0,733.0,2082.0,301.0,-1962.0,421.0,13.06660219992747,0.844925296239052,2383.0
797,JSWENERGY,Mar 2021,6922,4009,2913.0,42.0,248,896,1167,1099,25.0,823,5.0,41.0,1028.0,1642.0,12865.0,8371.0,3328.0,26207.0,15637.0,473.0,4052.0,6045.0,26207.0,734.0,3700.0,-1030.0,-2515.0,155.0,11.88962727535394,0.5770317777624595,2670.0
798,JSWENERGY,Mar 2022,8167,4596,3572.0,44.0,575,777,1131,2238,22.0,1743,11.0,19.0,1029.0,1640.0,15775.0,8943.0,4157.0,30514.0,14831.0,2091.0,6623.0,6970.0,30514.0,735.0,2952.0,-1387.0,-781.0,784.0,21.34198604138606,0.5135228251507321,1565.0
799,JSWENERGY,Mar 2023,10332,7050,3282.0,32.0,674,844,1169,1943,24.0,1480,9.0,22.0,1030.0,1641.0,16988.0,25051.0,4737.0,48417.0,25020.0,4788.0,6033.0,12576.0,48417.0,736.0,2084.0,-6778.0,7327.0,2634.0,14.3244289585753,1.344731332868109,-4694.0
800,JSWENERGY,Mar 2024,11486,6104,5382.0,47.0,472,2053,1633,2167,20.0,1725,10.0,19.0,1031.0,1641.0,19191.0,31573.0,5362.0,57767.0,28946.0,10285.0,7035.0,11501.0,57767.0,737.0,6234.0,-8197.0,1675.0,-289.0,15.01828312728539,1.515600998463902,-1963.0
801,JSWENERGY,TTM,11416,6034,5382.0,47.0,648,2083,1594,2352,,1988,11.0,,,,,,,,,,,,,,,,,,17.41415557112824,,
802,JSWSTEEL,Mar 2013,38210,31698,6512.0,17.0,-307,1967,2237,1999,42.0,929,4.0,30.0,1007.0,284.0,16781.0,21625.0,18823.0,57513.0,34717.0,5898.0,1750.0,15148.0,57513.0,738.0,5844.0,-5433.0,-791.0,-380.0,2.431300706621303,1.267213595077644,411.0
803,JSWSTEEL,Mar 2014,51220,42051,9169.0,18.0,-1630,3048,3183,1308,70.0,402,2.0,74.0,1008.0,303.0,20871.0,35527.0,20939.0,77640.0,47046.0,9400.0,663.0,20531.0,77640.0,739.0,2594.0,-5618.0,3300.0,276.0,0.7848496680983992,1.677859639180127,-3024.0
804,JSWSTEEL,Mar 2015,52972,43608,9364.0,18.0,103,3493,3434,2539,32.0,1722,7.0,19.0,1009.0,303.0,21987.0,38754.0,24610.0,85654.0,52176.0,8265.0,599.0,24613.0,85654.0,740.0,7876.0,-7372.0,-169.0,334.0,3.25077399380805,1.738627187079408,504.0
805,JSWSTEEL,Mar 2016,41546,35124,6422.0,15.0,-1966,3601,3323,-2468,-80.0,-481,-1.0,-67.0,1010.0,301.0,18665.0,42204.0,20737.0,81907.0,56140.0,7271.0,1195.0,17302.0,81907.0,741.0,6897.0,-3857.0,-3151.0,-111.0,-1.157752852260145,2.225245175577349,3040.0
806,JSWSTEEL,Mar 2017,55604,43296,12308.0,22.0,18,3768,3430,5128,33.0,3467,15.0,19.0,1011.0,301.0,22346.0,43334.0,22024.0,88005.0,58730.0,4363.0,1366.0,23546.0,88005.0,742.0,7888.0,-5094.0,-2710.0,84.0,6.235162937918135,1.913454320660573,2794.0
807,JSWSTEEL,Mar 2018,71933,57017,14916.0,21.0,-177,3701,3387,7651,20.0,6113,26.0,16.0,1012.0,302.0,27696.0,39393.0,24579.0,91970.0,57848.0,5950.0,1469.0,26703.0,91970.0,743.0,12379.0,-4529.0,-8185.0,-335.0,8.49818581179709,1.406993356668333,7850.0
808,JSWSTEEL,Mar 2019,84757,65827,18930.0,22.0,196,3917,4041,11168,33.0,7524,32.0,16.0,1013.0,301.0,34494.0,47396.0,32606.0,114797.0,62644.0,11889.0,1894.0,38370.0,114797.0,744.0,14633.0,-11387.0,1753.0,4999.0,8.877142890852673,1.362149734157206,3246.0
809,JSWSTEEL,Mar 2020,73326,61513,11813.0,16.0,-289,4265,4246,3013,-30.0,3919,17.0,15.0,1014.0,301.0,36298.0,61423.0,33798.0,131820.0,62085.0,27191.0,1259.0,41285.0,131820.0,745.0,12785.0,-19589.0,5189.0,-1615.0,5.344625371628072,1.678269898084647,-6804.0
810,JSWSTEEL,Mar 2021,79839,59661,20178.0,25.0,473,3957,4679,12015,34.0,7873,33.0,25.0,1015.0,302.0,46462.0,62392.0,39161.0,148317.0,64917.0,32566.0,8581.0,42253.0,148317.0,746.0,18789.0,-7702.0,-3110.0,7977.0,9.861095454602388,1.334188692156359,11087.0
811,JSWSTEEL,Mar 2022,146371,107257,39114.0,27.0,1600,4968,6001,29745,30.0,20938,85.0,25.0,1016.0,301.0,66996.0,72237.0,56951.0,196485.0,99880.0,16905.0,4940.0,74760.0,196485.0,747.0,26270.0,-14748.0,-14657.0,-3135.0,14.30474615873363,1.073405946773259,11522.0
812,JSWSTEEL,Mar 2023,165960,147490,18470.0,11.0,1561,6902,7474,5655,27.0,4139,17.0,25.0,1017.0,301.0,65394.0,80853.0,63991.0,210539.0,104452.0,22166.0,4806.0,79115.0,210539.0,748.0,23323.0,-10730.0,-5977.0,6616.0,2.493974451675102,1.230732932491057,12593.0
813,JSWSTEEL,Mar 2024,175006,146849,28157.0,16.0,1500,8105,8172,13380,33.0,8973,36.0,25.0,1018.0,305.0,77364.0,87984.0,62245.0,227898.0,112461.0,29676.0,7246.0,78515.0,227898.0,749.0,12078.0,-14467.0,-5005.0,-7394.0,5.127252779904689,1.132807168883338,-2389.0
814,JSWSTEEL,TTM,170274,147796,22478.0,13.0,267,8380,9006,5359,,3312,14.0,,,,,,,,,,,,,,,,,,1.945100250184996,,
815,KOTAKBANK,Mar 2013,10838,6024,6603.0,-1789.0,-17,5112,179,3144,30.0,2238,15.0,2.0,995.0,373.0,14894.0,85561.0,15006.0,115835.0,620.0,0.0,40907.0,74308.0,115835.0,750.0,2878.0,-9035.0,7099.0,942.0,20.64956634065326,5.60430994956442,-6157.0
816,KOTAKBANK,Mar 2014,11986,6312,7053.0,-1379.0,-12,5282,208,3695,32.0,2527,16.0,2.0,996.0,385.0,18699.0,85937.0,17176.0,122197.0,1264.0,0.0,38791.0,82142.0,122197.0,751.0,9068.0,-1130.0,-5814.0,2125.0,21.08293008509928,4.503091595053448,7938.0
817,KOTAKBANK,Mar 2015,13319,6966,9718.0,-3366.0,-25,8152,237,4550,33.0,3105,20.0,2.0,997.0,386.0,21770.0,104258.0,22049.0,148464.0,1385.0,0.0,45589.0,101490.0,148464.0,752.0,2302.0,-4467.0,2426.0,260.0,23.31256100307831,4.70563278570139,-2165.0
818,KOTAKBANK,Mar 2016,20402,11123,11541.0,-2263.0,-11,7631,345,5024,32.0,3524,19.0,3.0,998.0,917.0,32447.0,179679.0,27761.0,240804.0,1761.0,0.0,70274.0,168769.0,240804.0,753.0,5025.0,-2353.0,2024.0,4696.0,17.27281639054995,5.38541541781561,2672.0
819,KOTAKBANK,Mar 2017,22324,11458,14832.0,-3965.0,-18,11660,362,7332,32.0,5019,27.0,2.0,999.0,920.0,37572.0,205230.0,32465.0,276188.0,1759.0,0.0,68462.0,205967.0,276188.0,754.0,13222.0,-5289.0,6055.0,13989.0,22.48253001254256,5.331757248259379,7933.0
820,KOTAKBANK,Mar 2018,25131,12467,16805.0,-4141.0,-16,13682,383,9158,33.0,6258,33.0,2.0,1000.0,953.0,49535.0,249840.0,37392.0,337720.0,2543.0,0.0,90977.0,244201.0,337720.0,755.0,-10392.0,-5475.0,14679.0,-1188.0,24.90151605586725,4.948502614482649,-15867.0
821,KOTAKBANK,Mar 2019,29831,15187,19758.0,-5114.0,-17,16148,458,10576,33.0,7204,38.0,2.0,1001.0,954.0,56827.0,291763.0,45626.0,395171.0,2697.0,0.0,103487.0,288987.0,395171.0,756.0,1822.0,-3323.0,8365.0,6864.0,24.14937481143777,5.049462626122774,-1501.0
822,KOTAKBANK,Mar 2020,33474,15901,22578.0,-5005.0,-15,16892,465,11422,25.0,8593,45.0,0.0,1002.0,957.0,65680.0,326477.0,50059.0,443173.0,2675.0,0.0,111197.0,329301.0,443173.0,757.0,46619.0,-13068.0,-735.0,32815.0,25.67066977355559,4.899335204165854,33551.0
823,KOTAKBANK,Mar 2021,32820,12967,29812.0,-9958.0,-30,23588,461,13168,25.0,9990,50.0,2.0,1003.0,991.0,83348.0,327110.0,67405.0,478854.0,2554.0,0.0,156946.0,319355.0,478854.0,758.0,4881.0,-11172.0,-10072.0,-16363.0,30.43875685557587,3.878514091938486,-6291.0
824,KOTAKBANK,Mar 2022,33741,11554,30699.0,-8512.0,-25,24941,480,15948,25.0,12089,61.0,2.0,1004.0,992.0,95673.0,365747.0,84086.0,546498.0,2723.0,0.0,164529.0,379245.0,546498.0,759.0,8308.0,-10903.0,7543.0,4949.0,35.82881360955514,3.783654890601562,-2595.0
825,KOTAKBANK,Mar 2023,42151,14411,33485.0,-5746.0,-14,25991,599,19646,25.0,14925,75.0,2.0,1005.0,993.0,110821.0,418807.0,89809.0,620430.0,3075.0,0.0,195338.0,422017.0,620430.0,760.0,-1242.0,-10381.0,1883.0,-9740.0,35.40841261180043,3.745568533457349,-11623.0
826,KOTAKBANK,Mar 2024,56237,22567,47052.0,-13382.0,-24,38037,792,23863,25.0,18213,92.0,2.0,1006.0,994.0,128978.0,520374.0,117321.0,767667.0,3510.0,0.0,246446.0,517711.0,767667.0,761.0,15685.0,-8919.0,15515.0,22281.0,32.38615146611662,4.003739266919029,6766.0
827,KOTAKBANK,TTM,64053,27327,50872.0,-14146.0,-22,43559,0,29413,,22530,113.0,,,,,,,,,,,,,,,,,,35.17399653412019,,
828,LICI,Mar 2019,571508,565587,5920.0,1.0,2615,0,336,8199,68.0,2627,,2.0,988.0,100.0,710.0,269401.0,3157039.0,3427249.0,25194.0,710.0,2900287.0,501059.0,3427249.0,762.0,13274.0,9636.0,-13700.0,9210.0,0.4596611071061123,332.5938271604938,22910.0
829,LICI,Mar 2020,628043,634989,-6947.0,-1.0,20870,0,379,13544,80.0,2710,,2.0,989.0,100.0,902.0,253414.0,3245419.0,3499834.0,28216.0,734.0,2976100.0,494784.0,3499834.0,763.0,54367.0,-40415.0,-18664.0,-4712.0,0.43149911709867,252.9081836327345,13952.0
830,LICI,Mar 2021,690914,691166,-252.0,0.0,12820,0,417,12151,76.0,2974,7.0,0.0,990.0,100.0,6784.0,4.0,3822637.0,3829524.0,17723.0,148.0,3517445.0,294208.0,3829524.0,764.0,80602.0,148447.0,-256125.0,-27077.0,0.4304443100009552,0.0005810575246949448,229049.0
831,LICI,Mar 2022,723606,720280,3326.0,0.0,9248,0,436,12138,66.0,4125,57.0,23.0,991.0,6325.0,5013.0,1.0,4242719.0,4254059.0,17770.0,199.0,3926212.0,309878.0,4254059.0,765.0,-3783.0,12531.0,0.0,8748.0,0.5700616081127022,8.819897689186806e-05,8748.0
832,LICI,Mar 2023,784628,750420,34207.0,4.0,7800,77,466,41463,13.0,35997,65.0,5.0,992.0,6325.0,39908.0,0.0,4532258.0,4578491.0,20473.0,331.0,4243008.0,314678.0,4578491.0,766.0,54519.0,-52848.0,-949.0,722.0,4.587779176883823,0.0,1671.0
833,LICI,Mar 2024,845966,813188,32779.0,4.0,14829,128,466,47014,13.0,40916,66.0,15.0,993.0,6325.0,76422.0,0.0,5233300.0,5316047.0,20667.0,403.0,4976133.0,318844.0,5316047.0,767.0,26122.0,-25269.0,-4427.0,-3574.0,4.836600998148862,0.0,853.0
834,LICI,TTM,896106,870255,25851.0,3.0,16250,0,0,42102,,41468,,,,,,,,,,,,,,,,,,,4.627577541049831,,
835,LODHA,Mar 2011,2173,1663,510.0,23.0,145,283,17,355,26.0,264,6.0,0.0,975.0,108.0,636.0,5596.0,3138.0,9478.0,991.0,159.0,376.0,7951.0,9478.0,,,,,,12.1491026231017,7.521505376344086,
836,LODHA,Mar 2012,2954,2229,724.0,25.0,124,254,37,556,32.0,381,9.0,0.0,976.0,108.0,1018.0,4259.0,3883.0,9268.0,971.0,112.0,181.0,8003.0,9268.0,,,,,,12.89776574136764,3.782415630550622,
837,LODHA,Mar 2015,6236,4769,1467.0,24.0,423,492,128,1269,37.0,798,18.0,0.0,977.0,108.0,3186.0,11852.0,12752.0,27998.0,2290.0,4.0,595.0,25008.0,27998.0,,,,,,12.79666452854394,3.59805707346691,
838,LODHA,Mar 2016,8249,6123,2126.0,26.0,510,988,450,1198,41.0,703,16.0,0.0,978.0,108.0,3865.0,13835.0,13173.0,30981.0,1899.0,176.0,611.0,28295.0,30981.0,777.0,387.0,-854.0,330.0,-137.0,8.522245120620681,3.482255222753587,-467.0
839,LODHA,Mar 2017,7926,6313,1614.0,20.0,584,736,460,1001,42.0,584,13.0,0.0,979.0,113.0,3920.0,16183.0,13715.0,33931.0,1753.0,109.0,1180.0,30888.0,33931.0,778.0,1469.0,-1174.0,-312.0,-16.0,7.368155437799646,4.012645673196132,295.0
840,LODHA,Mar 2018,9677,7995,1682.0,17.0,285,390,395,1182,33.0,794,10.0,0.0,980.0,396.0,4756.0,22616.0,12483.0,40251.0,2197.0,6.0,1384.0,36664.0,40251.0,779.0,696.0,-651.0,24.0,69.0,8.20502221762943,4.389751552795031,45.0
841,LODHA,Mar 2019,11907,8728,3179.0,27.0,72,568,194,2489,34.0,1644,21.0,0.0,981.0,396.0,3445.0,25641.0,20382.0,49864.0,2139.0,6.0,1405.0,46314.0,49864.0,780.0,-463.0,-175.0,736.0,97.0,13.80700428319476,6.675605311116897,-638.0
842,LODHA,Mar 2020,12443,10526,1917.0,15.0,119,740,292,1003,26.0,742,9.0,0.0,982.0,396.0,4156.0,18423.0,17717.0,40693.0,2021.0,6.0,1553.0,37112.0,40693.0,781.0,3772.0,182.0,-4188.0,-234.0,5.96319215623242,4.047231985940246,3954.0
843,LODHA,Mar 2021,5449,4066,1383.0,25.0,-140,1136,73,33,-44.0,48,1.0,0.0,983.0,396.0,4203.0,18193.0,16516.0,39308.0,1946.0,6.0,1579.0,35776.0,39308.0,782.0,2524.0,420.0,-2835.0,109.0,0.8808955771701229,3.9558599695586,2944.0
844,LODHA,Mar 2022,9233,7047,2186.0,24.0,293,688,75,1716,30.0,1208,12.0,20.0,984.0,482.0,11624.0,11537.0,14763.0,38404.0,1923.0,0.0,574.0,35908.0,38404.0,783.0,1998.0,1139.0,-2888.0,250.0,13.08350481966858,0.9529985131339831,3137.0
845,LODHA,Mar 2023,9470,7406,2064.0,22.0,-1037,482,93,452,-8.0,490,5.0,14.0,985.0,482.0,12181.0,9060.0,17399.0,39122.0,1828.0,0.0,246.0,37048.0,39122.0,784.0,2750.0,1789.0,-3706.0,834.0,5.174234424498416,0.7154702677090736,4539.0
846,LODHA,Mar 2024,10316,7651,2665.0,26.0,48,482,204,2028,23.0,1554,16.0,,986.0,994.0,16475.0,7698.0,22031.0,47198.0,1169.0,4.0,2500.0,43524.0,47198.0,785.0,2512.0,-2947.0,951.0,516.0,15.06397828615743,0.4406663232010991,-435.0
847,LODHA,TTM,13574,9761,3812.0,28.0,260,514,311,3248,,2511,25.0,,,,,,,,,,,,,,,,,,18.49860026521291,,
848,LT,Mar 2013,74426,63032,11394.0,15.0,2523,4642,1637,7638,31.0,5291,38.0,22.0,962.0,16.0,1323.0,234.0,756.0,2328.0,699.0,142.0,49.0,1438.0,2328.0,786.0,-4355.0,-6922.0,11429.0,152.0,7.109074785693172,0.1747572815533981,-11277.0
849,LT,Mar 2014,85054,70968,14086.0,17.0,1337,6494,1446,7483,35.0,4885,35.0,27.0,963.0,16.0,1594.0,110.0,945.0,2666.0,649.0,57.0,169.0,1791.0,2666.0,787.0,-7143.0,-5510.0,13136.0,483.0,5.743410068897406,0.06832298136645963,-12653.0
850,LT,Mar 2015,91929,76245,15684.0,17.0,1422,7266,2623,7217,31.0,4966,34.0,32.0,964.0,16.0,2010.0,218.0,734.0,2978.0,683.0,25.0,104.0,2166.0,2978.0,788.0,-1365.0,-4778.0,7903.0,1759.0,5.401995017894244,0.1076011846001974,-6143.0
851,LT,Mar 2016,101122,85637,15486.0,15.0,1219,6899,1787,8020,30.0,4592,31.0,40.0,965.0,17.0,2108.0,55.0,958.0,3137.0,638.0,20.0,43.0,2437.0,3137.0,789.0,-3240.0,-4627.0,7253.0,-613.0,4.541049425446491,0.02588235294117647,-7867.0
852,LT,Mar 2017,109312,92691,16620.0,15.0,1466,6829,2370,8887,23.0,6486,43.0,22.0,966.0,17.0,3127.0,0.0,1273.0,4417.0,542.0,1.0,941.0,2934.0,4417.0,790.0,6655.0,-9796.0,2896.0,-245.0,5.933474824355972,0.0,-3141.0
853,LT,Mar 2018,119683,99572,20111.0,17.0,1465,7714,2223,11639,27.0,8004,53.0,30.0,967.0,17.0,3843.0,0.0,1477.0,5337.0,681.0,7.0,1264.0,3385.0,5337.0,791.0,-10031.0,3914.0,9370.0,3254.0,6.687666585897746,0.0,-6117.0
854,LT,Mar 2019,135220,112354,22866.0,17.0,2701,9339,1923,14305,28.0,10217,63.0,28.0,968.0,17.0,4876.0,0.0,1770.0,6664.0,930.0,12.0,1740.0,3982.0,6664.0,792.0,-4756.0,-11023.0,15440.0,-338.0,7.555834935660405,0.0,-15779.0
855,LT,Mar 2020,145452,120899,24553.0,17.0,3015,11021,2462,14086,23.0,10894,68.0,26.0,969.0,17.0,5387.0,912.0,2499.0,8815.0,1920.0,59.0,2219.0,4617.0,8815.0,793.0,6694.0,-8408.0,6372.0,4658.0,7.489756070731238,0.1687638786084382,-1714.0
856,LT,Mar 2021,135979,112519,23460.0,17.0,8111,11750,2904,16918,24.0,12921,82.0,44.0,970.0,18.0,7286.0,798.0,2604.0,10706.0,1906.0,66.0,3730.0,5004.0,10706.0,794.0,23074.0,-5750.0,-15274.0,2049.0,9.502202545981364,0.1092552026286966,17324.0
857,LT,Mar 2022,156521,132207,24314.0,16.0,2364,9235,2948,14495,29.0,10419,62.0,36.0,971.0,30.0,14258.0,258.0,6027.0,20572.0,3473.0,503.0,6048.0,10548.0,20572.0,795.0,19164.0,-3585.0,-15181.0,397.0,6.656614767347513,0.01805711086226204,15579.0
858,LT,Mar 2023,183341,156175,27166.0,15.0,2891,9445,3502,17109,26.0,12531,75.0,32.0,972.0,30.0,16562.0,1541.0,5348.0,23481.0,3679.0,902.0,5458.0,13442.0,23481.0,796.0,22777.0,-8048.0,-11572.0,3156.0,6.834805089968965,0.09287608486017358,14729.0
859,LT,Mar 2024,221113,191248,29865.0,14.0,3847,9512,3682,20517,24.0,15547,95.0,36.0,973.0,30.0,19988.0,2071.0,5456.0,27544.0,4981.0,551.0,8744.0,13269.0,27544.0,797.0,18266.0,2179.0,-25413.0,-4968.0,7.031246466738726,0.1034568888000799,20445.0
860,LT,TTM,238881,208066,30815.0,13.0,3995,9420,3964,21425,,16150,98.0,,,,,,,,,,,,,,,,,,6.760688376220796,,
861,LTIM,Mar 2013,3851,2981,870.0,23.0,22,21,123,749,25.0,562,174.0,54.0,949.0,16.0,1323.0,234.0,756.0,2328.0,699.0,142.0,49.0,1438.0,2328.0,798.0,608.0,-224.0,-396.0,-13.0,14.59361204881849,0.1747572815533981,384.0
862,LTIM,Mar 2014,4920,3773,1147.0,23.0,217,31,130,1204,17.0,996,309.0,55.0,950.0,16.0,1594.0,110.0,945.0,2666.0,649.0,57.0,169.0,1791.0,2666.0,799.0,628.0,180.0,-769.0,40.0,20.24390243902439,0.06832298136645963,808.0
863,LTIM,Mar 2015,4978,3973,1005.0,20.0,99,10,158,936,18.0,769,238.0,63.0,951.0,16.0,2010.0,218.0,734.0,2978.0,683.0,25.0,104.0,2166.0,2978.0,800.0,642.0,-103.0,-497.0,42.0,15.44797107271997,0.1076011846001974,539.0
864,LTIM,Mar 2016,5846,4819,1028.0,18.0,187,6,174,1035,19.0,836,49.0,72.0,952.0,17.0,2108.0,55.0,958.0,3137.0,638.0,20.0,43.0,2437.0,3137.0,801.0,858.0,-40.0,-817.0,2.0,14.30037632569278,0.02588235294117647,818.0
865,LTIM,Mar 2017,6501,5271,1230.0,19.0,187,3,178,1236,21.0,971,57.0,29.0,953.0,17.0,3127.0,0.0,1273.0,4417.0,542.0,1.0,941.0,2934.0,4417.0,802.0,1170.0,-961.0,-33.0,176.0,14.93616366712813,0.0,209.0
866,LTIM,Mar 2018,7306,6119,1187.0,16.0,426,16,156,1442,23.0,1112,65.0,33.0,954.0,17.0,3843.0,0.0,1477.0,5337.0,681.0,7.0,1264.0,3385.0,5337.0,803.0,844.0,-452.0,-408.0,-16.0,15.22036682179031,0.0,392.0
867,LTIM,Mar 2019,9446,7562,1883.0,20.0,302,11,147,2028,25.0,1516,87.0,32.0,955.0,17.0,4876.0,0.0,1770.0,6664.0,930.0,12.0,1740.0,3982.0,6664.0,804.0,1395.0,-749.0,-594.0,52.0,16.04912132119416,0.0,646.0
868,LTIM,Mar 2020,10879,8849,2029.0,19.0,329,83,273,2003,24.0,1520,87.0,32.0,956.0,17.0,5387.0,912.0,2499.0,8815.0,1920.0,59.0,2219.0,4617.0,8815.0,805.0,1644.0,-643.0,-890.0,110.0,13.971872414744,0.1687638786084382,1001.0
869,LTIM,Mar 2021,12370,9645,2725.0,22.0,274,79,332,2588,25.0,1938,111.0,36.0,957.0,18.0,7286.0,798.0,2604.0,10706.0,1906.0,66.0,3730.0,5004.0,10706.0,806.0,2400.0,-1657.0,-509.0,234.0,15.66693613581245,0.1092552026286966,743.0
870,LTIM,Mar 2022,26109,20860,5249.0,20.0,766,123,597,5294,25.0,3950,225.0,41.0,958.0,30.0,14258.0,258.0,6027.0,20572.0,3473.0,503.0,6048.0,10548.0,20572.0,807.0,3251.0,-1643.0,-1680.0,-73.0,15.12888276073385,0.01805711086226204,1608.0
871,LTIM,Mar 2023,33183,27075,6108.0,18.0,557,150,723,5792,24.0,4410,149.0,40.0,959.0,30.0,16562.0,1541.0,5348.0,23481.0,3679.0,902.0,5458.0,13442.0,23481.0,808.0,3095.0,-271.0,-1932.0,892.0,13.28993761866016,0.09287608486017358,2824.0
